"reg_code, crn, student_id"
52676,34121,mab32
52677,30262,mab32
52678,33508,mab32
52679,31354,mab32
52680,40404,mab32
52681,40797,mab32
52682,41670,mab32
52683,41673,mab32
52684,41426,mab32
52685,40342,mab32
52686,15807,mab32
52687,12361,mab32
52688,14217,mab32
52689,10441,mab32
52690,11646,mab32
52691,15632,mab32
52692,10282,rrg662
52693,10795,rrg662
52694,12657,rrg662
52695,22164,rrg662
52696,21572,rrg662
52697,20773,rrg662
52698,33671,rrg662
52699,30840,rrg662
52700,30137,rrg662
52701,30409,rrg662
52702,31181,rrg662
52703,41371,rrg662
52704,40110,rrg662
52705,40860,rrg662
52706,40594,rrg662
52707,11908,rrg662
52708,11418,rrg662
52709,13826,rrg662
52710,15810,rrg662
52711,15816,rrg662
52712,10780,grl47
52713,12723,grl47
52714,11782,grl47
52715,12258,grl47
52716,25342,grl47
52717,22207,grl47
52718,20899,grl47
52719,25965,grl47
52720,22735,grl47
52721,34760,grl47
52722,34602,grl47
52723,31675,grl47
52724,30069,grl47
52725,41976,grl47
52726,40562,grl47
52727,40364,grl47
52728,41428,grl47
52729,41431,grl47
52730,42168,grl47
52731,40469,grl47
52732,11300,grl47
52733,15927,grl47
52734,12042,grl47
52735,11526,pns428
52736,16129,pns428
52737,11376,pns428
52738,12642,pns428
52739,20211,pns428
52740,22462,pns428
52741,25086,pns428
52742,21224,pns428
52743,31845,pns428
52744,32950,pns428
52745,31221,pns428
52746,30479,pns428
52747,33884,pns428
52748,30711,pns428
52749,40757,pns428
52750,42142,pns428
52751,41134,pns428
52752,42206,pns428
52753,11608,pns428
52754,13469,acr89
52755,10263,acr89
52756,10593,acr89
52757,12146,acr89
52758,20515,acr89
52759,20333,acr89
52760,21770,acr89
52761,20779,acr89
52762,25541,acr89
52763,30492,acr89
52764,41779,acr89
52765,41148,acr89
52766,40232,acr89
52767,41428,acr89
52768,40329,acr89
52769,15188,acr89
52770,13442,kaf30
52771,13360,kaf30
52772,21324,kaf30
52773,23022,kaf30
52774,25431,kaf30
52775,24189,kaf30
52776,26334,kaf30
52777,20331,kaf30
52778,30255,kaf30
52779,31527,kaf30
52780,30355,kaf30
52781,34752,kaf30
52782,40359,kaf30
52783,40664,kaf30
52784,40592,kaf30
52785,41148,kaf30
52786,42158,kaf30
52787,14922,kaf30
52788,15514,kaf30
52789,15587,kaf30
52790,12684,jpn59
52791,11125,jpn59
52792,13502,jpn59
52793,11660,jpn59
52794,16100,jpn59
52795,12918,jpn59
52796,20738,jpn59
52797,33679,jpn59
52798,34623,jpn59
52799,34122,jpn59
52800,30524,jpn59
52801,34603,jpn59
52802,40175,jpn59
52803,41348,jpn59
52804,40860,jpn59
52805,11345,jpn59
52806,10124,jpn59
52807,15038,jpn59
52808,10344,jpn59
52809,10604,jpn59
52810,15235,jpn59
52811,12001,jpn59
52812,15384,dwm22
52813,11715,dwm22
52814,10700,dwm22
52815,11719,dwm22
52816,12466,dwm22
52817,20217,dwm22
52818,20502,dwm22
52819,20212,dwm22
52820,22707,dwm22
52821,23940,dwm22
52822,34540,dwm22
52823,32562,dwm22
52824,30652,dwm22
52825,40207,dwm22
52826,40015,dwm22
52827,40591,dwm22
52828,40651,dwm22
52829,15795,dwm22
52830,12067,kab80
52831,15563,kab80
52832,13773,kab80
52833,10052,kab80
52834,11538,kab80
52835,21814,kab80
52836,21806,kab80
52837,20504,kab80
52838,23543,kab80
52839,34829,kab80
52840,40808,kab80
52841,40428,kab80
52842,42035,kab80
52843,42171,kab80
52844,15065,kab80
52845,12349,kab80
52846,12180,kab80
52847,12047,kab80
52848,15663,rdt80
52849,13248,rdt80
52850,13349,rdt80
52851,10402,rdt80
52852,25964,rdt80
52853,24218,rdt80
52854,21816,rdt80
52855,20595,rdt80
52856,25807,rdt80
52857,21074,rdt80
52858,31414,rdt80
52859,30625,rdt80
52860,34559,rdt80
52861,30803,rdt80
52862,30257,rdt80
52863,40048,rdt80
52864,42164,rdt80
52865,40584,rdt80
52866,13369,rdt80
52867,10665,rdt80
52868,10883,rdt80
52869,11356,cag59
52870,13442,cag59
52871,11912,cag59
52872,20234,cag59
52873,20735,cag59
52874,32159,cag59
52875,30946,cag59
52876,32767,cag59
52877,40675,cag59
52878,41047,cag59
52879,40899,cag59
52880,40757,cag59
52881,41527,cag59
52882,11106,cag59
52883,12027,cag59
52884,15043,cag59
52885,13671,kkg67
52886,12479,kkg67
52887,12843,kkg67
52888,10241,kkg67
52889,11473,kkg67
52890,21205,kkg67
52891,21584,kkg67
52892,20214,kkg67
52893,20211,kkg67
52894,25312,kkg67
52895,21706,kkg67
52896,31127,kkg67
52897,34173,kkg67
52898,32610,kkg67
52899,31082,kkg67
52900,33948,kkg67
52901,40288,kkg67
52902,11354,kkg67
52903,10719,kkg67
52904,11585,kkg67
52905,11562,kkg67
52906,10106,rbe72
52907,13873,rbe72
52908,11585,rbe72
52909,20006,rbe72
52910,22357,rbe72
52911,21792,rbe72
52912,20731,rbe72
52913,20446,rbe72
52914,34793,rbe72
52915,30063,rbe72
52916,31979,rbe72
52917,30375,rbe72
52918,30582,rbe72
52919,34401,rbe72
52920,40444,rbe72
52921,41426,rbe72
52922,10464,rbe72
52923,10474,rbe72
52924,10647,rbe72
52925,15925,rbe72
52926,10049,rbe72
52927,11202,rbe72
52928,13347,rba323
52929,13500,rba323
52930,10392,rba323
52931,22021,rba323
52932,22277,rba323
52933,23925,rba323
52934,30482,rba323
52935,33977,rba323
52936,33883,rba323
52937,41524,rba323
52938,40035,rba323
52939,40443,rba323
52940,40027,rba323
52941,41673,rba323
52942,41197,rba323
52943,11191,rba323
52944,15201,rba323
52945,11076,rba323
52946,13493,vbm82
52947,15580,vbm82
52948,10020,vbm82
52949,12020,vbm82
52950,21083,vbm82
52951,22380,vbm82
52952,20558,vbm82
52953,30328,vbm82
52954,31837,vbm82
52955,30855,vbm82
52956,34452,vbm82
52957,30545,vbm82
52958,40276,vbm82
52959,40590,vbm82
52960,41434,vbm82
52961,40800,vbm82
52962,40024,vbm82
52963,11877,vbm82
52964,12983,dbw713
52965,10785,dbw713
52966,12385,dbw713
52967,12526,dbw713
52968,13445,dbw713
52969,25332,dbw713
52970,21221,dbw713
52971,21711,dbw713
52972,31180,dbw713
52973,30386,dbw713
52974,30478,dbw713
52975,30819,dbw713
52976,40567,dbw713
52977,40597,dbw713
52978,40860,dbw713
52979,41371,dbw713
52980,40259,dbw713
52981,12516,dbw713
52982,15115,dbw713
52983,10991,dbw713
52984,10543,dbw713
52985,12181,dbw713
52986,11026,seb56
52987,15139,seb56
52988,15406,seb56
52989,20296,seb56
52990,21275,seb56
52991,25748,seb56
52992,25573,seb56
52993,26043,seb56
52994,22341,seb56
52995,31219,seb56
52996,31173,seb56
52997,33029,seb56
52998,30488,seb56
52999,31415,seb56
53000,41048,seb56
53001,41095,seb56
53002,40148,seb56
53003,41322,seb56
53004,41063,seb56
53005,42161,seb56
53006,16783,seb56
53007,10438,seb56
53008,11629,seb56
53009,10429,seb56
53010,10620,arg38
53011,12559,arg38
53012,10208,arg38
53013,11209,arg38
53014,11993,arg38
53015,21216,arg38
53016,22018,arg38
53017,23012,arg38
53018,20370,arg38
53019,20564,arg38
53020,32584,arg38
53021,30441,arg38
53022,30069,arg38
53023,32267,arg38
53024,41164,arg38
53025,41047,arg38
53026,41312,arg38
53027,10191,arg38
53028,10388,arg38
53029,11291,arg38
53030,10415,arg38
53031,10784,rjh40
53032,11394,rjh40
53033,10180,rjh40
53034,13701,rjh40
53035,10571,rjh40
53036,20276,rjh40
53037,31189,rjh40
53038,30054,rjh40
53039,31124,rjh40
53040,31196,rjh40
53041,41518,rjh40
53042,41392,rjh40
53043,40045,rjh40
53044,41205,rjh40
53045,10196,rjh40
53046,12051,rjh40
53047,10488,rjh40
53048,10451,svg70
53049,13220,svg70
53050,11377,svg70
53051,12524,svg70
53052,15258,svg70
53053,22734,svg70
53054,21734,svg70
53055,22194,svg70
53056,24093,svg70
53057,21128,svg70
53058,34539,svg70
53059,30360,svg70
53060,40238,svg70
53061,40562,svg70
53062,42159,svg70
53063,40188,svg70
53064,40182,svg70
53065,42154,svg70
53066,40152,svg70
53067,12530,svg70
53068,12245,svg70
53069,10393,svg70
53070,12718,svg70
53071,15566,svg70
53072,10380,mam10
53073,12435,mam10
53074,11034,mam10
53075,11125,mam10
53076,11312,mam10
53077,10124,mam10
53078,11076,mam10
53079,21461,mam10
53080,22894,mam10
53081,24200,mam10
53082,20343,mam10
53083,31697,mam10
53084,34650,mam10
53085,32371,mam10
53086,41269,mam10
53087,40661,mam10
53088,40444,mam10
53089,41584,mam10
53090,11555,mam10
53091,10412,mam10
53092,10901,mam10
53093,11584,mam10
53094,10228,jev35
53095,20333,jev35
53096,25965,jev35
53097,22922,jev35
53098,21061,jev35
53099,20388,jev35
53100,21466,jev35
53101,34534,jev35
53102,32987,jev35
53103,30677,jev35
53104,34657,jev35
53105,40027,jev35
53106,41204,jev35
53107,42242,jev35
53108,42033,jev35
53109,11167,jev35
53110,15375,jev35
53111,10248,jev35
53112,10257,jev35
53113,11354,jev35
53114,13344,nvc48
53115,10017,nvc48
53116,12510,nvc48
53117,10978,nvc48
53118,13361,nvc48
53119,21773,nvc48
53120,25853,nvc48
53121,20434,nvc48
53122,25377,nvc48
53123,33058,nvc48
53124,34625,nvc48
53125,30373,nvc48
53126,32885,nvc48
53127,30263,nvc48
53128,40776,nvc48
53129,40033,nvc48
53130,42160,nvc48
53131,41994,nvc48
53132,41437,nvc48
53133,11312,nvc48
53134,11026,nvc48
53135,11081,nvc48
53136,12212,nvc48
53137,11321,lti54
53138,14937,lti54
53139,10547,lti54
53140,10690,lti54
53141,12514,lti54
53142,22440,lti54
53143,23679,lti54
53144,23675,lti54
53145,21007,lti54
53146,30328,lti54
53147,32325,lti54
53148,40610,lti54
53149,41740,lti54
53150,40416,lti54
53151,42157,lti54
53152,40646,lti54
53153,11506,lti54
53154,10492,lti54
53155,13024,lti54
53156,14219,lti54
53157,10118,jdm61
53158,12269,jdm61
53159,10243,jdm61
53160,12550,jdm61
53161,11288,jdm61
53162,24271,jdm61
53163,20509,jdm61
53164,21565,jdm61
53165,22205,jdm61
53166,21128,jdm61
53167,20544,jdm61
53168,34659,jdm61
53169,32260,jdm61
53170,34696,jdm61
53171,33665,jdm61
53172,30362,jdm61
53173,40391,jdm61
53174,40107,jdm61
53175,42206,jdm61
53176,40677,jdm61
53177,14388,jdm61
53178,12044,jdm61
53179,12593,jdm61
53180,15378,jdm61
53181,10041,jdm61
53182,16132,bat67
53183,12868,bat67
53184,13975,bat67
53185,20225,bat67
53186,21219,bat67
53187,22321,bat67
53188,20256,bat67
53189,20527,bat67
53190,31984,bat67
53191,30752,bat67
53192,30928,bat67
53193,31093,bat67
53194,34659,bat67
53195,41978,bat67
53196,41313,bat67
53197,41842,bat67
53198,10600,bat67
53199,11719,bat67
53200,15677,bat67
53201,10855,bat67
53202,15520,bat67
53203,12545,bat67
53204,13343,agg84
53205,13624,agg84
53206,15134,agg84
53207,21575,agg84
53208,21435,agg84
53209,21867,agg84
53210,21703,agg84
53211,31215,agg84
53212,31385,agg84
53213,33658,agg84
53214,34606,agg84
53215,32930,agg84
53216,40150,agg84
53217,42079,agg84
53218,40601,agg84
53219,40355,agg84
53220,11252,agg84
53221,15660,fjn11
53222,11766,fjn11
53223,12543,fjn11
53224,20502,fjn11
53225,20793,fjn11
53226,20514,fjn11
53227,30167,fjn11
53228,31413,fjn11
53229,30784,fjn11
53230,40186,fjn11
53231,40246,fjn11
53232,40441,fjn11
53233,41338,fjn11
53234,41585,fjn11
53235,10490,fjn11
53236,15818,fjn11
53237,15825,fjn11
53238,11770,fjn11
53239,15281,fjn11
53240,12001,fjn11
53241,13343,jjs71
53242,10970,jjs71
53243,12666,jjs71
53244,22305,jjs71
53245,21224,jjs71
53246,21792,jjs71
53247,21327,jjs71
53248,20401,jjs71
53249,32922,jjs71
53250,30137,jjs71
53251,30668,jjs71
53252,34440,jjs71
53253,30983,jjs71
53254,40798,jjs71
53255,41272,jjs71
53256,40128,jjs71
53257,40590,jjs71
53258,40006,jjs71
53259,12390,jjs71
53260,11922,jjs71
53261,11467,jjs71
53262,10676,jjs71
53263,15281,jjs71
53264,15052,jjs71
53265,15371,jjs71
53266,15260,rmt115
53267,11430,rmt115
53268,13210,rmt115
53269,22439,rmt115
53270,25573,rmt115
53271,20713,rmt115
53272,20382,rmt115
53273,24510,rmt115
53274,30630,rmt115
53275,30160,rmt115
53276,31351,rmt115
53277,34535,rmt115
53278,41371,rmt115
53279,41338,rmt115
53280,40704,rmt115
53281,41320,rmt115
53282,40113,rmt115
53283,10028,rmt115
53284,10565,rmt115
53285,10383,rmt115
53286,11934,rmt115
53287,10507,sws25
53288,12544,sws25
53289,16264,sws25
53290,20949,sws25
53291,23141,sws25
53292,20174,sws25
53293,30243,sws25
53294,31735,sws25
53295,30261,sws25
53296,30373,sws25
53297,32799,sws25
53298,40743,sws25
53299,40360,sws25
53300,42216,sws25
53301,41523,sws25
53302,41272,sws25
53303,40728,sws25
53304,42155,sws25
53305,15538,sws25
53306,12158,sws25
53307,10130,sws25
53308,10361,mrm16
53309,10786,mrm16
53310,10055,mrm16
53311,11350,mrm16
53312,20908,mrm16
53313,20200,mrm16
53314,20350,mrm16
53315,25328,mrm16
53316,21011,mrm16
53317,32193,mrm16
53318,34653,mrm16
53319,34182,mrm16
53320,30795,mrm16
53321,30450,mrm16
53322,40231,mrm16
53323,41687,mrm16
53324,40275,mrm16
53325,41731,mrm16
53326,10265,mrm16
53327,10506,mrm16
53328,15405,mrm16
53329,10116,mrm16
53330,11737,rbs933
53331,11699,rbs933
53332,11403,rbs933
53333,21217,rbs933
53334,21491,rbs933
53335,30362,rbs933
53336,31376,rbs933
53337,41195,rbs933
53338,40833,rbs933
53339,40702,rbs933
53340,40078,rbs933
53341,11431,rbs933
53342,15065,rbs933
53343,10217,rbs933
53344,12868,rbs933
53345,13016,rbs933
53346,15390,nms86
53347,10281,nms86
53348,15271,nms86
53349,21864,nms86
53350,21867,nms86
53351,21302,nms86
53352,21228,nms86
53353,21325,nms86
53354,30855,nms86
53355,31143,nms86
53356,30488,nms86
53357,30187,nms86
53358,40585,nms86
53359,40680,nms86
53360,40705,nms86
53361,40564,nms86
53362,10544,nms86
53363,10047,nms86
53364,16008,nms86
53365,10762,nms86
53366,10778,mcd18
53367,15060,mcd18
53368,12688,mcd18
53369,16302,mcd18
53370,11336,mcd18
53371,13684,mcd18
53372,22588,mcd18
53373,23936,mcd18
53374,20397,mcd18
53375,21511,mcd18
53376,34503,mcd18
53377,32551,mcd18
53378,30979,mcd18
53379,30583,mcd18
53380,30829,mcd18
53381,40053,mcd18
53382,42161,mcd18
53383,41390,mcd18
53384,40594,mcd18
53385,10042,mcd18
53386,10363,mcd18
53387,11395,mcd18
53388,15692,mcd18
53389,15594,jtg721
53390,10555,jtg721
53391,15168,jtg721
53392,15390,jtg721
53393,21079,jtg721
53394,20792,jtg721
53395,21067,jtg721
53396,20437,jtg721
53397,34544,jtg721
53398,34742,jtg721
53399,33977,jtg721
53400,30279,jtg721
53401,42039,jtg721
53402,41520,jtg721
53403,40677,jtg721
53404,10393,jtg721
53405,12181,jtg721
53406,10340,jtg721
53407,13771,tjb743
53408,12723,tjb743
53409,14936,tjb743
53410,11140,tjb743
53411,13499,tjb743
53412,20595,tjb743
53413,24198,tjb743
53414,23038,tjb743
53415,25412,tjb743
53416,22751,tjb743
53417,22888,tjb743
53418,30472,tjb743
53419,34540,tjb743
53420,41798,tjb743
53421,40445,tjb743
53422,40603,tjb743
53423,16054,tjb743
53424,10020,tjb743
53425,10744,tjb743
53426,10995,tjb743
53427,10356,tjb743
53428,15825,tjb743
53429,11995,vjm114
53430,11765,vjm114
53431,12659,vjm114
53432,10185,vjm114
53433,16213,vjm114
53434,20462,vjm114
53435,20788,vjm114
53436,21404,vjm114
53437,33182,vjm114
53438,31750,vjm114
53439,32628,vjm114
53440,31302,vjm114
53441,31673,vjm114
53442,41433,vjm114
53443,41523,vjm114
53444,40871,vjm114
53445,40872,vjm114
53446,41518,vjm114
53447,10038,vjm114
53448,13389,vjm114
53449,10057,jje61
53450,10548,jje61
53451,10518,jje61
53452,10397,jje61
53453,11702,jje61
53454,24191,jje61
53455,21519,jje61
53456,21287,jje61
53457,22981,jje61
53458,25228,jje61
53459,26225,jje61
53460,31675,jje61
53461,30956,jje61
53462,32945,jje61
53463,30977,jje61
53464,40862,jje61
53465,41869,jje61
53466,40865,jje61
53467,40471,jje61
53468,10951,jje61
53469,10722,jje61
53470,15803,jje61
53471,11220,jje61
53472,15940,tfg38
53473,11857,tfg38
53474,14900,tfg38
53475,10134,tfg38
53476,11730,tfg38
53477,12197,tfg38
53478,11126,tfg38
53479,20223,tfg38
53480,32628,tfg38
53481,32430,tfg38
53482,33451,tfg38
53483,32887,tfg38
53484,31985,tfg38
53485,34476,tfg38
53486,40584,tfg38
53487,40679,tfg38
53488,42158,tfg38
53489,40191,tfg38
53490,40199,tfg38
53491,10060,tfg38
53492,12876,tfg38
53493,10855,tfg38
53494,10378,lse90
53495,11717,lse90
53496,13219,lse90
53497,10244,lse90
53498,10036,lse90
53499,25374,lse90
53500,25396,lse90
53501,20552,lse90
53502,22348,lse90
53503,21708,lse90
53504,21917,lse90
53505,33435,lse90
53506,32560,lse90
53507,31651,lse90
53508,40013,lse90
53509,41204,lse90
53510,40437,lse90
53511,10084,lse90
53512,10163,lse90
53513,10266,zpb69
53514,13534,zpb69
53515,15435,zpb69
53516,20505,zpb69
53517,21553,zpb69
53518,20571,zpb69
53519,20034,zpb69
53520,32228,zpb69
53521,34622,zpb69
53522,30907,zpb69
53523,31672,zpb69
53524,32627,zpb69
53525,40683,zpb69
53526,41681,zpb69
53527,41209,zpb69
53528,41162,zpb69
53529,40406,zpb69
53530,10212,zpb69
53531,11582,zpb69
53532,11457,zpb69
53533,15981,zpb69
53534,15623,zpb69
53535,10997,lhh99
53536,10322,lhh99
53537,13395,lhh99
53538,10879,lhh99
53539,20559,lhh99
53540,20838,lhh99
53541,21844,lhh99
53542,20387,lhh99
53543,22895,lhh99
53544,32470,lhh99
53545,34627,lhh99
53546,30356,lhh99
53547,30529,lhh99
53548,34397,lhh99
53549,40250,lhh99
53550,42102,lhh99
53551,40602,lhh99
53552,40340,lhh99
53553,15126,lhh99
53554,10346,lhh99
53555,12826,lhh99
53556,10529,lhh99
53557,15173,tsw74
53558,11063,tsw74
53559,11997,tsw74
53560,22410,tsw74
53561,20735,tsw74
53562,22084,tsw74
53563,23928,tsw74
53564,22312,tsw74
53565,31351,tsw74
53566,30174,tsw74
53567,34623,tsw74
53568,30131,tsw74
53569,41170,tsw74
53570,41308,tsw74
53571,40107,tsw74
53572,40494,tsw74
53573,41760,tsw74
53574,10527,tsw74
53575,13026,tsw74
53576,11913,tsw74
53577,10158,tsw74
53578,15195,tsw74
53579,11062,lmb45
53580,16133,lmb45
53581,10216,lmb45
53582,20035,lmb45
53583,23252,lmb45
53584,21147,lmb45
53585,34783,lmb45
53586,33989,lmb45
53587,30429,lmb45
53588,30604,lmb45
53589,41434,lmb45
53590,40248,lmb45
53591,42035,lmb45
53592,40649,lmb45
53593,10887,lmb45
53594,13451,lmb45
53595,11270,hjd62
53596,16212,hjd62
53597,20528,hjd62
53598,21531,hjd62
53599,30009,hjd62
53600,31013,hjd62
53601,31836,hjd62
53602,31193,hjd62
53603,32237,hjd62
53604,30468,hjd62
53605,40680,hjd62
53606,41052,hjd62
53607,40608,hjd62
53608,42144,hjd62
53609,40493,hjd62
53610,41315,hjd62
53611,12335,hjd62
53612,13027,hjd62
53613,11081,hjd62
53614,15200,hjd62
53615,13503,rca22
53616,11039,rca22
53617,10411,rca22
53618,11872,rca22
53619,10129,rca22
53620,20389,rca22
53621,20571,rca22
53622,21184,rca22
53623,24093,rca22
53624,21170,rca22
53625,34363,rca22
53626,30675,rca22
53627,30464,rca22
53628,30361,rca22
53629,34681,rca22
53630,41730,rca22
53631,41322,rca22
53632,41514,rca22
53633,41220,rca22
53634,15951,rca22
53635,11537,rca22
53636,12335,rca22
53637,11731,cjg81
53638,10242,cjg81
53639,15260,cjg81
53640,23936,cjg81
53641,22681,cjg81
53642,23008,cjg81
53643,22616,cjg81
53644,30415,cjg81
53645,32238,cjg81
53646,31242,cjg81
53647,31776,cjg81
53648,30117,cjg81
53649,40136,cjg81
53650,40123,cjg81
53651,40925,cjg81
53652,10725,cjg81
53653,10949,cjg81
53654,10606,cjg81
53655,12411,cjg81
53656,10043,cjg81
53657,11158,cjg81
53658,16212,rcn35
53659,11744,rcn35
53660,11143,rcn35
53661,10785,rcn35
53662,23028,rcn35
53663,22707,rcn35
53664,20894,rcn35
53665,25801,rcn35
53666,21459,rcn35
53667,21303,rcn35
53668,20174,rcn35
53669,32354,rcn35
53670,34806,rcn35
53671,41401,rcn35
53672,40153,rcn35
53673,40675,rcn35
53674,12354,rcn35
53675,15017,rcn35
53676,15048,rcn35
53677,11457,rcn35
53678,10787,pnc43
53679,12160,pnc43
53680,12880,pnc43
53681,20434,pnc43
53682,22970,pnc43
53683,20772,pnc43
53684,20254,pnc43
53685,21769,pnc43
53686,20627,pnc43
53687,32928,pnc43
53688,32283,pnc43
53689,30714,pnc43
53690,34858,pnc43
53691,30122,pnc43
53692,40898,pnc43
53693,41595,pnc43
53694,41052,pnc43
53695,40746,pnc43
53696,41759,pnc43
53697,12295,pnc43
53698,12499,pnc43
53699,11008,pnc43
53700,11360,jcp56
53701,15144,jcp56
53702,15657,jcp56
53703,10746,jcp56
53704,10688,jcp56
53705,22593,jcp56
53706,24271,jcp56
53707,23145,jcp56
53708,24094,jcp56
53709,33086,jcp56
53710,33012,jcp56
53711,31602,jcp56
53712,34790,jcp56
53713,40925,jcp56
53714,40184,jcp56
53715,40100,jcp56
53716,12935,jcp56
53717,16757,jcp56
53718,15803,jcp56
53719,15692,jcp56
53720,15115,jcp56
53721,15273,ljm95
53722,21013,ljm95
53723,20268,ljm95
53724,20232,ljm95
53725,21736,ljm95
53726,20007,ljm95
53727,34531,ljm95
53728,30055,ljm95
53729,34406,ljm95
53730,40533,ljm95
53731,41596,ljm95
53732,41750,ljm95
53733,41199,ljm95
53734,12374,ljm95
53735,12788,ljm95
53736,10859,ljm95
53737,10899,ljm95
53738,11527,ppc74
53739,11750,ppc74
53740,14937,ppc74
53741,11665,ppc74
53742,21176,ppc74
53743,22041,ppc74
53744,20568,ppc74
53745,20501,ppc74
53746,20155,ppc74
53747,30091,ppc74
53748,32545,ppc74
53749,32621,ppc74
53750,32893,ppc74
53751,40150,ppc74
53752,40554,ppc74
53753,42098,ppc74
53754,41279,ppc74
53755,10845,ppc74
53756,11431,ppc74
53757,13114,ppc74
53758,13331,mtl48
53759,11355,mtl48
53760,13250,mtl48
53761,24179,mtl48
53762,21115,mtl48
53763,20730,mtl48
53764,30487,mtl48
53765,34752,mtl48
53766,31182,mtl48
53767,30367,mtl48
53768,32920,mtl48
53769,40275,mtl48
53770,40870,mtl48
53771,40330,mtl48
53772,41800,mtl48
53773,40861,mtl48
53774,10602,mtl48
53775,15017,mtl48
53776,11353,mtl48
53777,10412,mtl48
53778,11524,mtl48
53779,10671,grm83
53780,11994,grm83
53781,10885,grm83
53782,12289,grm83
53783,10840,grm83
53784,20607,grm83
53785,20338,grm83
53786,23225,grm83
53787,24218,grm83
53788,33485,grm83
53789,30533,grm83
53790,32186,grm83
53791,30725,grm83
53792,40012,grm83
53793,41312,grm83
53794,40678,grm83
53795,42153,grm83
53796,42097,grm83
53797,40498,grm83
53798,10125,grm83
53799,15746,grm83
53800,15315,grm83
53801,10357,grm83
53802,11024,obs84
53803,12517,obs84
53804,12900,obs84
53805,20399,obs84
53806,26262,obs84
53807,23548,obs84
53808,22983,obs84
53809,30330,obs84
53810,34299,obs84
53811,31480,obs84
53812,32562,obs84
53813,41047,obs84
53814,41310,obs84
53815,40199,obs84
53816,41272,obs84
53817,40150,obs84
53818,40554,obs84
53819,11933,obs84
53820,12187,obs84
53821,12811,obs84
53822,16756,obs84
53823,12681,jpk63
53824,13469,jpk63
53825,11068,jpk63
53826,15574,jpk63
53827,11059,jpk63
53828,22277,jpk63
53829,21698,jpk63
53830,21044,jpk63
53831,21916,jpk63
53832,33876,jpk63
53833,31356,jpk63
53834,30979,jpk63
53835,41979,jpk63
53836,40838,jpk63
53837,41278,jpk63
53838,42163,jpk63
53839,15937,jpk63
53840,10553,jpk63
53841,10360,jpk63
53842,13069,jpk63
53843,10432,jpk63
53844,12878,jpk63
53845,10653,cjs547
53846,10562,cjs547
53847,11834,cjs547
53848,15531,cjs547
53849,12406,cjs547
53850,23002,cjs547
53851,23163,cjs547
53852,23926,cjs547
53853,34858,cjs547
53854,34477,cjs547
53855,31835,cjs547
53856,41095,cjs547
53857,40130,cjs547
53858,40326,cjs547
53859,40330,cjs547
53860,10130,cjs547
53861,15318,cjs547
53862,12830,cjs547
53863,10882,cjs547
53864,12735,tkv672
53865,10181,tkv672
53866,10315,tkv672
53867,20352,tkv672
53868,22706,tkv672
53869,25313,tkv672
53870,24451,tkv672
53871,24205,tkv672
53872,32630,tkv672
53873,32550,tkv672
53874,31686,tkv672
53875,34122,tkv672
53876,30544,tkv672
53877,30382,tkv672
53878,40769,tkv672
53879,40670,tkv672
53880,40480,tkv672
53881,10523,tkv672
53882,10229,tkv672
53883,15204,tkv672
53884,15927,fsd86
53885,13468,fsd86
53886,11669,fsd86
53887,14903,fsd86
53888,11699,fsd86
53889,10134,fsd86
53890,21773,fsd86
53891,23171,fsd86
53892,21195,fsd86
53893,20494,fsd86
53894,32767,fsd86
53895,34475,fsd86
53896,32949,fsd86
53897,34703,fsd86
53898,30864,fsd86
53899,32693,fsd86
53900,41279,fsd86
53901,40238,fsd86
53902,41740,fsd86
53903,40009,fsd86
53904,40153,fsd86
53905,40328,fsd86
53906,11576,fsd86
53907,16033,fsd86
53908,15514,fsd86
53909,10293,fsd86
53910,10292,jed44
53911,13393,jed44
53912,10839,jed44
53913,20618,jed44
53914,25428,jed44
53915,20232,jed44
53916,34833,jed44
53917,30683,jed44
53918,31186,jed44
53919,30420,jed44
53920,40530,jed44
53921,41670,jed44
53922,40296,jed44
53923,42078,jed44
53924,41526,jed44
53925,12599,jed44
53926,10656,jed44
53927,12547,jed44
53928,15536,jed44
53929,12054,jed44
53930,10783,gsw60
53931,11995,gsw60
53932,16069,gsw60
53933,10670,gsw60
53934,21000,gsw60
53935,23145,gsw60
53936,22336,gsw60
53937,20526,gsw60
53938,31146,gsw60
53939,30440,gsw60
53940,31325,gsw60
53941,33177,gsw60
53942,40475,gsw60
53943,40797,gsw60
53944,41169,gsw60
53945,40012,gsw60
53946,40452,gsw60
53947,40136,gsw60
53948,10494,gsw60
53949,11552,gsw60
53950,12704,gsw60
53951,10160,gsw60
53952,15605,rpp65
53953,11990,rpp65
53954,11012,rpp65
53955,15137,rpp65
53956,20369,rpp65
53957,22201,rpp65
53958,22129,rpp65
53959,30126,rpp65
53960,30229,rpp65
53961,32235,rpp65
53962,32450,rpp65
53963,42242,rpp65
53964,40577,rpp65
53965,42161,rpp65
53966,40210,rpp65
53967,41799,rpp65
53968,11194,rpp65
53969,13080,rpp65
53970,15158,rpp65
53971,10666,rpp65
53972,10477,rpp65
53973,12050,rpp65
53974,14011,sbw69
53975,10045,sbw69
53976,15272,sbw69
53977,12386,sbw69
53978,21125,sbw69
53979,25750,sbw69
53980,21050,sbw69
53981,26286,sbw69
53982,20063,sbw69
53983,30863,sbw69
53984,30239,sbw69
53985,30415,sbw69
53986,32795,sbw69
53987,41750,sbw69
53988,15556,sbw69
